the: 这/那
diamond: 钻石
minimize: 将...减到最少
neighbourhood: 邻接
edit: 编辑
casualty: 意外事故
tightly: 紧紧地
chin: 下巴
ours: 我们的
racism: 种族主义
vanish: 消失
confess: 承认
contemplate: 注视
excessive: 过度的
starter: 开端者
splendid: 光亮的
remainder: 剩余物
gravity: 地心引力
intervene: 插入
decorate: 装饰
accuracy: 精确
diminish: 减少
prevention: 阻止
clay: 泥土
intent: 意图
metropolitan: 大都市居民
performer: 表演者
sensitivity: 敏感
chop: 肋条肉
greece: 希腊
thief: 小偷
flavour: 味
productive: 能生产的
geography: 地理学
inventory: 详细目录
surrounding: 环境
civic: 市的
exceptional: 例外的
descend: 下降
magnitude: 巨大
combined: 结合的
hostage: 人质
grasp: 把握
firstly: 第一
popularity: 名声
supervision: 监督
alien: 外国人
pint: 品脱
dynamic: 动态的
scary: 容易受惊的
forecast: 预想
translation: 翻译
cling: 粘紧
rage: 愤怒
memorial: 纪念物
photography: 摄影
execution: 实行
offering: 提供
geoffrey: 杰弗里
precious: 宝贵的
dismissal: 免职
prohibit: 禁止
steadily: 稳定地
solely: 仅仅
exclusively: 排他地
conceal: 隐藏
enroll: 登记
hidden: 隐藏的
hostility: 敌意
compulsory: 被强制的
similarity: 类似
gathering: 聚集
jaw: 颚
stumble: 绊倒
ridge: 脊
dawn: 破晓
automobile: 汽车
barbara: 芭芭拉
liver: 肝脏
progressive: 改革论者
venue: 犯罪地点
shared: 共享的
terminal: 终端机
incur: 招致
continental: 大陆的
cab: 出租车
cooperate: 合作
hitler: 希特勒
romance: 冒险故事
pillow: 枕头
relevance: 中肯
primitive: 原始人
seal: 印章
sweden: 瑞典
lancashire: 兰开夏郡
bronze: 青铜
annually: 一年一次
bruce: 布鲁斯
orchestra: 管弦乐队
lately: 近来
scarcely: 简直不
alternatively: 非此即彼
scan: 审视
deadline: 最后期限
operational: 操作的
rear: 后面
clark: 克拉克
occupational: 职业的
ranch: 大牧场
archbishop: 大主教
verbal: 用言辞的
coastal: 海岸的
socialism: 社会主义
burning: 燃烧的
exclusion: 排除
substantially: 实质上
tribal: 部落的
systematic: 有系统的
downstairs: 楼下
sexually: 性别地
hughes: 体斯
brazil: 巴西
credibility: 可信用
organiser: 组织者
constituent: 成分
payable: 可付的
sentiment: 感情
divine: 神的
pardon: 原谅
cart: 二轮运货马车
t: 表
monitoring: 监控
interim: 暂时的
oversee: 向下看
elder: 年长者
liz: 莉斯
inspiration: 灵感
integrated: 综合的
ideological: 意识形态的
gp: 普通医师
pro: 正面地
benjamin: 安息香
trailer: 追踪者
greek: 希腊人
parameter: 参变数
equilibrium: 平衡
o'clock: ...点钟
genius: 天才
matrix: 母体
monument: 纪念碑
premier: 总理
quest: 探索
striker: 打击者
cleveland: 克利夫兰
sacrifice: 牺牲
ussr: 苏联
harriet: 哈里特
juror: 陪审员
carer: 负责照顾（老人
dynamics: 动力学
bye: 再会
broker: 掮客
gorbachev: 戈尔巴乔夫
lea: 草地
treasure: 宝物
unfortunate: 不幸的
impressed: 外加的
tempt: 诱惑
freely: 自由地
talented: 天资高的
fortunately: 幸运地
nominee: 被提名者
definite: 明确的
gasoline: 汽油
extended: 延续的
stiff: 坚硬的
advertise: 做广告
slap: 掴
upwards: 以上
supermarket: 超级市场
nonsense: 无意义的事
cutting: 切断
diabetes: 糖尿病
toxic: 有毒的
grief: 伤心
determined: 坚决的
mysterious: 神秘的
nowadays: 现在
rocket: 火箭
donate: 捐赠
breakdown: 崩溃
awkward: 笨拙的
inmate: 同住者
bow: 弓
invariably: 不变化地
dignity: 尊严
dispose: 处理
affection: 影响
parental: 父母亲的
bubble: 泡沫
grace: 优雅
isolated: 孤立的
barn: 谷仓
dissolve: 溶解
buddy: 好朋友
seventh: 第七
specialize: 使特殊化
prejudice: 偏见
shield: 盾
protective: 给予保护的
tuck: 缝褶
drum: 鼓
forthcoming: 即将来临的
dilemma: 困境
hedge: 树篱
brass: 黄铜
neutral: 中立者
mature: 成熟的
northeast: 东北
instantly: 立即地
shallow: 水浅的地方
boring: 烦人的
holland: 荷兰
arrow: 箭
stadium: 露天大型运动场
washing: 洗涤
virgin: 处女
dot: 点
refrigerator: 电冰箱
coincide: 一致
lively: 活泼的
ladder: 梯
ancestor: 祖先
optimistic: 乐观的
cage: 笼
shrimp: 虾
ruler: 统治者
keeper: 监护人
catherine: 轮圈外缘装有倒钩的车轮
courtroom: 法庭
hostile: 敌人的
formulate: 用公式表示
homeland: 本国
wolf: 狼
rack: 架
reproduce: 繁殖
correspondence: 相符
costume: 装束
supper: 晚餐
cartoon: 卡通画
creep: 爬
le: 小于或等于
bug: 错误
symbolic: 象征的
bless: 祝福
accessible: 易接近的
tumor: 肿大
verdict: 裁决
deem: 认为
inhabitant: 居民
classify: 分类
sleeve: 袖子
lamb: 小羊
bankruptcy: 破产者
vaccine: 牛痘苗
exam: 考试
drawer: 抽屉
opposed: 反对的
collaboration: 合作
robinson: 罗宾逊
mexico: 墨西哥
patience: 耐性
orbit: 轨道
spite: 恶意
submission: 屈服
voting: 投票
prey: 被掠食者
patrol: 巡逻
predecessor: 前任
revelation: 揭露
provincial: 外地人
willingness: 乐意
jewelry: 珠宝
calm: 平稳
commerce: 商业
cuban: 古巴的
surrey: 四轮双座轻便游览马车
haul: 用力拖拉
sterling: 英国货币
hitherto: 迄今
undertaking: 事业
coffin: 棺材
wagon: 四轮马车
afterward: 然后
broadly: 宽广地
notable: 著名人士
equality: 平等
ruin: 毁灭
marble: 大理石
immune: 免疫的
ass: 驴
competence: 胜任
reliability: 信度
biscuit: 饼干
donald: 唐纳德
collar: 衣领
exotic: 异国的
bull: 公牛
clip: 修剪
hut: 小屋
thigh: 大腿
discourage: 使气馁
trophy: 战利品
hollywood: 好莱坞
runner: 跑步者
coordinator: 协调者
jonathan: 乔纳森
intimate: 亲密的
workforce: 劳动力
recruitment: 新兵征召
secular: 修道院外的教士
documentary: 记录片
scot: 摊派的款项
kenneth: 肯尼思
tender: 嫩的
biology: 生物学
broadcasting: 广播
conspiracy: 同谋
rally: 重振旗鼓
charlotte: 水果奶油布丁
dolphin: 海豚
whale: 鲸
advisory: 顾问的
geographical: 地理学的
indirect: 间接的
marshall: 马歇尔（姓氏
terrific: 非常好的
f: 故障
teammate: 队友
johnny: 男人
campbell: 坎贝尔
whoever: 任何人
aluminum: 铝
atom: 原子
karen: 凯伦
oxfordshire: 牛津郡
skull: 头盖骨
stitch: 一针
bloke: 小子
owl: 猫头鹰
bee: 蜜蜂
freud: 佛洛伊德（856-1939
manipulate: 操纵
tumour: 瘤
cooperative: 合作的
debut: 初次登台
ac: 公元前
loop: 环
electron: 电子
kuwait: 科威特
hiv: 艾滋病病毒
whip: 鞭子
ph: 氢离子指数
puzzle: 难题
corbett: 科比特
mushroom: 蘑菇形物
antibody: 抗体
boil: 煮沸
workstation: 工作站
tragic: 悲惨的
mechanic: 机械工
earthquake: 地震
jar: 广口瓶
utilize: 利用
worthwhile: 值得花时间的
vague: 含糊的
encouragement: 鼓励
pork: 猪肉
creativity: 创造力
depressed: 沮丧的
dessert: 餐后甜点
incredibly: 不能相信地
fisherman: 渔夫
conscience: 良心
shocked: 震撼的
sock: 短袜
sexy: 有性感的
entrepreneur: 企业家
sympathetic: 有同情心的
syndrome: 并发症状
spoil: 战利品
workplace: 工作场所
breeze: 微风
certainty: 确定
touchdown: 触地
costly: 昂贵的
inspect: 检查
ambitious: 有野心的
distress: 苦恼
soap: 肥皂
rightly: 合适地
fortnight: 两星期
circulation: 流通
suite: 随员
disturbance: 扰乱
tighten: 勒紧
aesthetic: 美学的
zero: 零
gut: 剧情
remarkably: 显著地
rolling: 旋转的
added: 额外的
absent: 缺席的
booth: 亭
straw: 稻草
lump: 块
erect: 直立的
helmet: 钢盔
waist: 腰部
rejection: 拒绝
penny: 便士
actively: 活跃地
handling: 处理
accomplishment: 成就
evidently: 明显地
blank: 空格
crush: 压碎
enclose: 围绕
minimal: 最小的
cord: 绳索
discharge: 卸下
cocaine: 可卡因
socially: 在社会上
illusion: 幻影
anonymous: 姓氏不详的
commence: 开始
tolerate: 宽容
hazard: 冒险
appreciation: 感激
elephant: 象
instructional: 教学的
casino: 卡西诺赌场
maturity: 成熟
scramble: 攀缘
seldom: 不常的
precede: 在...之前
pulse: 脉冲
qualified: 有资格的
banker: 银行家
momentum: 动力
switzerland: 瑞士
donation: 捐赠物
sibling: 兄弟
irony: 反语
liquid: 液体
spoon: 匙
alley: 小路
enquire: 询问
interact: 互相影响
midst: 中间
restraint: 抑制
polish: 波兰的
cute: 可爱的
mid: 中间的
pin: 大头针
charm: 吸引力
punch: 打洞器
alteration: 变更
hockey: 冰球
passing: 通过
smash: 打碎
omit: 省略
halt: 停止
contradiction: 反驳
icon: 画像
suspension: 悬挂
vein: 血管
petition: 请愿
shed: 车棚
basin: 盆
franchise: 公民权
purse: 钱包
remains: 剩余物
favourable: 有用的
foster: 收养的
expedition: 远征
legislature: 立法机关
plea: 恳求
commodity: 农产品
academy: 学院
bicycle: 自行车
goodness: 仁慈
cheat: 欺骗
auction: 拍卖
heal: 痊愈
supplement: 补充物
fever: 发烧
naval: 海军的
daniel: 丹尼尔
gop: 大老党
tile: 砖瓦
partially: 部分地
manual: 手册
norwich: 诺威奇
dried: 弄干了的
norway: 挪威
mining: 采矿
originate: 创始
shove: 推
brussels: 布鲁塞尔
backyard: 后院
moor: 荒野
stove: 火炉
alike: 相似的
embassy: 大使馆
reminder: 提醒的人
regiment: 团
chelsea: 切尔西（伦敦自治城市
developed: 发达的
grandchild: 孙
placement: 放置
custody: 监护
dough: 生面团
ecological: 生态学的
electronics: 电子学
reportedly: 根据传说
brighton: 布赖顿
dam: 水坝
handicap: 障碍
milton: 米尔顿（男子名
outfit: 用具
manor: 庄园
unprecedented: 空前的
columnist: 专栏作家
defect: 缺点
workout: 试验
patent: 专利权
hamilton: 汉密尔顿
mobility: 可动性
shy: 惊跳
anderson: 安德森市
trash: 垃圾
spine: 背骨
lounge: 闲逛
pencil: 铅笔
imprisonment: 监禁
dennis: 丹尼斯
hungary: 匈牙利
texture: 密度
damn: 一点
duncan: 邓肯
frontier: 边界
hormone: 荷尔蒙
newton: 牛顿
spray: 水沫
magnetic: 有磁性的
jordan: 约旦
bureaucracy: 官僚
ballet: 芭蕾舞
caller: 访客
sally: 突击
roberts: 罗伯茨
eighth: 第八
tourism: 观光业
emma: 艾玛
notebook: 笔记本
beast: 畜生
takeover: 接管
louise: 路易丝
julia: 朱莉娅
bowel: 肠
tremble: 战栗
uncover: 揭露
behalf: 利益
mick: 爱尔兰人
composer: 作曲家
innovative: 革新的
inequality: 不平等
squadron: 骑兵营
loch: 湖
shark: 鲨鱼
gloucestershire: 格洛斯特郡[英国英格兰郡名]
nato: 北大西洋公约组织
quid: 一镑金币
m: 尾数
tag: 标签
catalog: 目录
ulcer: 溃疡
empirical: 完全跟据经验的
outsider: 外人
referendum: 全民公决
vol: DOS外部命令:显示卷标及其序号
ca: 钙
compel: 强迫
km: 千米
desktop: 桌面
someday: 有一天
kinnock: 人名
fa: 足球协会
instant: 立即
gen: 消息
proclaim: 宣布
genuinely: 真诚地
hike: 徒步旅行
meantime: 间隔时间
worldwide: 全世界的
enthusiastic: 狂热的
confrontation: 对抗
weaken: 削弱
relaxed: 松懈的
scent: 气味
loyal: 忠诚的
colorful: 华美的
suspicious: 可疑的
fatal: 致命的
compensate: 偿还
thanksgiving: 感谢
eyebrow: 眉毛
stack: 堆叠
onwards: 向前
sack: 麻布袋
mobile: 移动的
organizational: 组织的
cruel: 残酷的
pioneer: 先锋
textbook: 教科书
shrink: 收缩
rigid: 坚硬的
peculiar: 奇特的
emerging: 出现的
neglect: 疏忽
entertain: 娱乐
uh: 嗯啊
wheat: 小麦
making: 制造
fare: 费用
embarrassment: 困难
circulate: 流通
envision: 想象
accurately: 正确地
aisle: 走廊
protocol: 草案
profitable: 有利润的
vocal: 嗓音的
deprive: 剥夺
marketplace: 市场
warehouse: 仓库
openly: 公开地
tyre: 轮胎
drown: 淹死
terrain: 地带
lecturer: 演讲者
bucket: 桶
risky: 危险的
compact: 紧凑的
deploy: 展开
embark: 乘船
genre: 类型
depart: 离开
pasta: 意大利面食
distract: 转移
irrelevant: 不恰当的
planner: 计划者
chunk: 大块
crude: 天然的
closest: 最靠近的
summon: 召唤
manufacture: 产品
jungle: 丛林
breathing: 呼吸
outlet: 出口
dick: 家伙
migration: 移民
belgium: 比利时
invade: 侵入
retailer: 零售商人
hurricane: 飓风
passive: 消极的
interference: 冲突
curiosity: 好奇心
honestly: 真诚地
skip: 跳跃
ambassador: 大使
aggression: 侵犯
dealing: 经营行为
supportive: 支撑
robot: 机械人
journalism: 新闻业
widen: 弄宽
persian: 波斯人
ecosystem: 生态系统
revive: 使苏醒
reassure: 使...安心
likewise: 同样地
feather: 羽毛
dip: 浸
transmit: 传输
stall: 厩
boast: 吹牛
plunge: 钻进
timetable: 时间表
lid: 盖子
perceived: 感觉
excess: 过度
unfold: 展开
validity: 有效性
activate: 使活动
suppress: 镇压
immense: 极广大的
weed: 杂草
arouse: 唤醒
compliance: 遵从
substitute: 代理
neighbouring: 邻近的
supposedly: 想象上
clarify: 澄清
streak: 条理
specialty: 专业
decoration: 装饰
charming: 迷人的
glimpse: 一瞥
sneak: 鬼鬼祟祟做事
entail: 使成为必需
monkey: 猴子
oscar: 奥斯卡金像奖
artifact: 人工制品
motorway: 高速公路
listener: 收听者
stanley: 斯坦利
kennedy: 肯尼迪（姓氏
mentor: 指导者
lightning: 闪电
strand: 股
legally: 法律上
occurrence: 发生
layout: 布局
injection: 注射
compile: 编译
independently: 独立地
rib: 肋骨
bored: 无聊的
thereafter: 其后
dreadful: 可怕的
bang: 重击
debris: 碎片
norfolk: 诺福克
kilometre: 公里
slavery: 奴隶的身分
fling: 投掷
worship: 崇拜
ash: 灰
registered: 注册的
beneficial: 有益的
cure: 治疗
revision: 校订
davis: 戴维斯
churchill: 邱吉尔
dying: 垂死的
saint: 圣徒
thrust: 插
hunger: 饥饿
amend: 修改
comparative: 比较的
albeit: 尽管
halfway: 中途的
developmental: 发展的
cemetery: 墓地
ferry: 渡船
harassment: 困扰
selected: 挑选出来的
booking: 预约演出合同
fame: 名望
spencer: 针织短外衣
manuscript: 手稿
graph: 曲线图
likelihood: 可能
carrot: 胡萝卜
dwelling: 住处
turkish: 土耳其语
wheelchair: 轮椅
continuity: 连续性
toll: 通行费
atop: 在顶上
planned: 计划了的
embarrassed: 尴尬的
rim: 边
thou: 汝
quota: 配额
allied: 联盟的
reduced: 减少的
blink: 眨眼
heir: 继承人
eligible: 有资格当选的
thompson: 汤普森
diameter: 直径
demographic: 人口统计的
fox: 狐狸
refuge: 避难所
betty: 贝蒂
chill: 寒冷
sexuality: 性征
legislator: 立法者
cheer: 愉快
yacht: 快艇
faction: 小派系
programming: 节目的计划
steer: 引导
alison: 艾莉森
aberdeen: 亚伯丁
intact: 尚未被人碰过的
diesel: 内燃机
peanut: 花生
thrive: 繁荣
applicable: 合适的
corresponding: 相当的
elaborate: 精细的
chew: 咀嚼
commentator: 评论员
valuation: 评价
resulting: 结果的
steak: 牛排
referee: 仲裁人
fossil: 化石
characterise: 表示...的特性
netherlands: 荷兰
verb: 动词
scratch: 抓痕
julie: 朱莉
yugoslavia: 南斯拉夫
awake: 醒着的
librarian: 图书馆员
feminist: 男女平等主义者
bacterium: 细菌
emotionally: 在情绪上
clergy: 牧师
rug: 小块地毯
dioxide: 二氧化物
sunderland: 森德兰[英国英格兰东北部港市]
cheltenham: 切尔滕纳姆[英国英格兰西南部城市]
allegedly: 依其申述
ranger: 王室守林人
butt: 粗大的一头
covenant: 契约
lily: 百合
dumb: 哑的
ici: 英国化学工业公司
wicket: 小门
philosophical: 哲学的
nt: 氡
sprinkle: 洒
worthy: 杰出人物
doubtful: 可疑的
dictate: 听写
patron: 赞助人
municipal: 市政的
useless: 无用的
harmony: 协调
forbid: 禁止
tolerance: 宽容
blessing: 祝福
supervise: 监督
goat: 山羊
misery: 痛苦
fringe: 边缘
banana: 香蕉
printed: 印刷的
grandparent: 祖父母
fortunate: 幸运的
cruise: 巡航
temptation: 诱惑
inclined: 倾向于...的
continually: 不断地
lawmaker: 立法者
underline: 在...下面划线
merge: 使合并
calendar: 日历
beard: 胡须
throne: 王座
brake: 刹车
grid: 格子
screening: 筛选
impulse: 冲动
width: 宽度
brutal: 残忍的
temporarily: 暂时
positively: 明确地
predator: 食肉动物
deliberate: 深思熟虑的
fur: 毛皮
poke: 刺
importantly: 重要地
persistent: 固执的
neatly: 整洁地
soar: 高扬
utterly: 完全地
dancing: 舞蹈
enact: 制定法律
slim: 瘦的
circular: 圆形的
thread: 线
landmark: 陆标
nursing: 看护
fitting: 适宜的
privately: 秘密地
coming: 来临
caution: 小心
unpleasant: 使人不愉快的
distinguished: 卓著的
threshold: 门槛
varying: 改变
sunshine: 阳光
routinely: 日常
stuck: stick的过去式和过去分词
regulator: 调整者
chat: 闲谈
terribly: 可怕地
theological: 神学上的
fragile: 易碎的
shaft: 轴
exhaust: 排气
furious: 狂怒的
globe: 球
cornwall: 康沃尔（英格兰西南部一郡
crowded: 拥挤的
prescribe: 规定
blast: 一阵风
morality: 道德
prevail: 获胜
deed: 行为
overnight: 前一天晚上
denial: 否认
forwards: 向前
headache: 头痛
rental: 租费
varied: 不同的
despair: 绝望
fantastic: 奇妙的
screw: 螺旋
steward: 管理人
undergraduate: 大学本科生
invention: 发明
contempt: 轻视
relaxation: 松弛
projection: 发射
trainee: 实习生
gardener: 园丁
brochure: 小册子
graduation: 毕业
drill: 钻孔机
contrary: 相反的
mansion: 大厦
jewellery: 宝石
